0,10,0,20661,1.4644,0.4509
0,10,10,20661,1.4146,0.4907
0,10,20,20661,1.3344,0.5538
0,10,30,20661,1.2729,0.6022
0,10,40,20661,1.2361,0.6198
0,10,50,20661,1.2071,0.6282
0,10,60,20661,1.1745,0.6382
0,10,70,20661,1.1559,0.6457
0,10,80,20661,1.1481,0.6420
0,10,90,20661,1.1375,0.6486
0,10,100,20661,1.1245,0.6524
0,10,110,20661,1.1094,0.6583
0,10,120,20661,1.1122,0.6577
0,10,130,20661,1.1067,0.6584
0,10,140,20661,1.0973,0.6630
0,10,150,20661,1.0955,0.6647
0,10,160,20661,1.0875,0.6661
0,10,170,20661,1.0877,0.6638
0,10,180,20661,1.0795,0.6684
0,10,190,20661,1.0776,0.6706
0,10,200,20661,1.0723,0.6701
0,10,210,20661,1.0738,0.6698
0,10,220,20661,1.0747,0.6677
0,10,230,20661,1.0667,0.6741
0,10,240,20661,1.0599,0.6716
0,10,250,20661,1.0571,0.6748
0,10,260,20661,1.0530,0.6748
0,10,270,20661,1.0476,0.6767
0,10,280,20661,1.0472,0.6746
0,10,290,20661,1.0446,0.6753
0,10,300,20661,1.0479,0.6737
0,10,310,20661,1.0446,0.6738
0,10,320,20661,1.0399,0.6782
0,10,330,20661,1.0384,0.6787
0,10,340,20661,1.0376,0.6784
0,10,350,20661,1.0370,0.6783
0,10,360,20661,1.0352,0.6789
0,10,370,20661,1.0333,0.6798
0,10,380,20661,1.0320,0.6804
0,10,390,20661,1.0324,0.6796
0,10,400,20661,1.0302,0.6813
0,10,410,20661,1.0280,0.6831
0,10,420,20661,1.0291,0.6808
0,10,430,20661,1.0274,0.6830
0,10,440,20661,1.0287,0.6806
0,10,450,20661,1.0278,0.6821
0,10,460,20661,1.0279,0.6814
0,10,470,20661,1.0247,0.6846
0,10,480,20661,1.0268,0.6816
0,10,490,20661,1.0275,0.6812
0,10,500,20661,1.0246,0.6832
0,10,510,20661,1.0238,0.6844
0,10,520,20661,1.0224,0.6849
0,10,530,20661,1.0233,0.6843
0,10,540,20661,1.0213,0.6853
0,10,550,20661,1.0230,0.6836
0,10,560,20661,1.0215,0.6849
0,10,570,20661,1.0222,0.6839
0,10,580,20661,1.0197,0.6867
0,10,590,20661,1.0198,0.6864
0,10,600,20661,1.0210,0.6855
0,10,610,20661,1.0194,0.6865
0,10,620,20661,1.0199,0.6866
0,10,630,20661,1.0204,0.6850
0,10,640,20661,1.0183,0.6870
0,10,650,20661,1.0184,0.6866
0,10,660,20661,1.0175,0.6874
0,10,670,20661,1.0180,0.6869
0,10,680,20661,1.0172,0.6878
0,10,690,20661,1.0176,0.6870
0,10,700,20661,1.0181,0.6870
0,10,710,20661,1.0178,0.6863
0,10,720,20661,1.0174,0.6875
0,10,730,20661,1.0161,0.6882
0,10,740,20661,1.0171,0.6871
0,10,750,20661,1.0163,0.6874
0,10,760,20661,1.0150,0.6888
0,10,770,20661,1.0164,0.6882
0,10,780,20661,1.0161,0.6883
0,10,790,20661,1.0159,0.6879
0,10,800,20661,1.0154,0.6884
0,10,810,20661,1.0155,0.6884
0,10,820,20661,1.0156,0.6879
0,10,830,20661,1.0152,0.6882
0,10,840,20661,1.0146,0.6890
0,10,850,20661,1.0145,0.6889
0,10,860,20661,1.0149,0.6888
0,10,870,20661,1.0151,0.6883
0,10,880,20661,1.0145,0.6887
0,10,890,20661,1.0142,0.6892
0,10,900,20661,1.0142,0.6891
0,10,910,20661,1.0148,0.6886
0,10,920,20661,1.0137,0.6895
0,10,930,20661,1.0145,0.6887
0,10,940,20661,1.0131,0.6898
0,10,950,20661,1.0141,0.6892
0,10,960,20661,1.0131,0.6897
0,10,970,20661,1.0137,0.6891
0,10,980,20661,1.0133,0.6896
0,10,990,20661,1.0130,0.6899
0,10,1000,20661,1.0128,0.6897
0,10,1010,20661,1.0137,0.6892
0,10,1020,20661,1.0135,0.6893
0,10,1030,20661,1.0125,0.6901
0,10,1040,20661,1.0126,0.6899
0,10,1050,20661,1.0129,0.6894
0,10,1060,20661,1.0122,0.6901
0,10,1070,20661,1.0124,0.6899
0,10,1080,20661,1.0120,0.6902
0,10,1090,20661,1.0129,0.6897
0,10,1100,20661,1.0131,0.6893
0,10,1110,20661,1.0120,0.6903
0,10,1120,20661,1.0125,0.6899
0,10,1130,20661,1.0124,0.6898
0,10,1140,20661,1.0127,0.6895
0,10,1150,20661,1.0120,0.6903
0,10,1160,20661,1.0127,0.6894
0,10,1170,20661,1.0120,0.6899
0,10,1180,20661,1.0120,0.6900
0,10,1190,20661,1.0119,0.6901
0,10,1200,20661,1.0114,0.6906
0,10,1210,20661,1.0125,0.6897
0,10,1220,20661,1.0121,0.6899
0,10,1230,20661,1.0112,0.6906
0,10,1240,20661,1.0112,0.6908
0,10,1250,20661,1.0118,0.6902
0,10,1260,20661,1.0112,0.6906
0,10,1270,20661,1.0113,0.6906
0,10,1280,20661,1.0114,0.6902
0,10,1290,20661,1.0112,0.6905
0,10,1300,20661,1.0111,0.6907
0,10,1310,20661,1.0109,0.6910
0,10,1320,20661,1.0115,0.6903
0,10,1330,20661,1.0110,0.6908
0,10,1340,20661,1.0110,0.6907
0,10,1350,20661,1.0113,0.6904
0,10,1360,20661,1.0108,0.6909
0,10,1370,20661,1.0111,0.6905
0,10,1380,20661,1.0110,0.6908
0,10,1390,20661,1.0110,0.6908
0,10,1400,20661,1.0110,0.6907
0,10,1410,20661,1.0110,0.6907
0,10,1420,20661,1.0110,0.6905
0,10,1430,20661,1.0107,0.6909
0,10,1440,20661,1.0107,0.6909
0,10,1450,20661,1.0111,0.6903
0,10,1460,20661,1.0107,0.6907
0,10,1470,20661,1.0109,0.6905
0,10,1480,20661,1.0108,0.6906
0,10,1490,20661,1.0102,0.6913
0,10,1500,20661,1.0104,0.6912
0,10,1510,20661,1.0106,0.6908
0,10,1520,20661,1.0107,0.6908
0,10,1530,20661,1.0107,0.6908
0,10,1540,20661,1.0106,0.6908
0,10,1550,20661,1.0100,0.6913
0,10,1560,20661,1.0099,0.6914
0,10,1570,20661,1.0100,0.6914
0,10,1580,20661,1.0101,0.6911
0,10,1590,20661,1.0104,0.6909
0,10,1600,20661,1.0100,0.6912
0,10,1610,20661,1.0108,0.6907
0,10,1620,20661,1.0102,0.6910
0,10,1630,20661,1.0098,0.6913
